Vin,Make_Type,Reg_Class,Body,Segment,Make,Model,Trim,Odometer,sprice,Year,BuyHere,Seller,seller_address,Seller_City,Seller_State,Seller_Zip,Pump,Owner_City,Owner_State,Owner_Zip,Newused,data_yrmon,state_data,LienHolder,Fleet,fuel_type_txt,Lease,Alternative_Fuel,DealerType,Type,countynum,county_name
1N4BL4BV9KC219675,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5 S,63290,20990,2019,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Hewitt,TX,76643,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
1C4BJWDG0CL139242,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Wrangler Unlimited,Sport,95419,25990,2012,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Hewitt,TX,76643,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
JTJYARBZ9H2079794,Import,Car,SW,COMPACT SPORT-UTILITY,Lexus,NX 200t,Base,63616,34900,2017,,Park Place Lexus Plano,6785 Dallas Pkwy,Plano,TX,75024,P159861,Hewitt,TX,76643,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTFW1EV2AFD50859,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,EXEMPT,16744,2010,,Shottenkirk Toyota Weatherford,3131 Fort Worth Hwy,Weatherford,TX,76086,P152525,Hewitt,TX,76643,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2FMPK3K92LBA26720,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Edge,Titanium,31713,36987,2020,,Johnson Brothers Ford Lincoln,7455 S General Bruce Dr,Temple,TX,76503,P24362,Hewitt,TX,76643,Used,202201,TX,TD BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1C6RREHT1KN666645,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Limited,66972,35893,2019,,Mac Haik Dodge Chrysler Jeep Ram Temple,3207 S General Bruce Dr,Temple,TX,76504,P48426,Hewitt,TX,76643,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5UXKR0C31H0V71639,Import,Truck,UT,FULL-SIZED SPORT UTILITY,BMW,X5,xDrive35i,56315,35724,2017,,Mac Haik Dodge Chrysler Jeep Ram Georgetown,5255 South Interstate 35,Georgetown,TX,78626,P53730,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GCRWAEH0LZ204632,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,Work Truck,20176,38497,2020,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Hewitt,TX,76643,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1C4RDHAG5GC374621,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Dodge,Durango,SXT,103560,25700,2016,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Hewitt,TX,76643,Used,202201,TX,FLAGSHIP CREDIT,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6LM5ES339466,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,106606,21000,2014,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Hewitt,TX,76643,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPKTE71CG303272,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LTZ,122096,23998,2012,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4HJXFG0LW196410,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Wrangler Unlimited,Rubicon,13626,64900,2020,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
3C6RR6LT2GG376282,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,95360,31200,2016,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Hewitt,TX,76643,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
3N1AB7AP9KY356204,Import,Car,4D,MID-SIZED,Nissan,Sentra,S,37366,18999,2019,,Chacon Autos Dallas,11800 Northwest Hwy,Dallas,TX,75218,P21993,Hewitt,TX,76643,Used,202201,TX,CHACON AUTOS,,,,Gas,Pump-In Dealer,Independent,,McLennan
KMTF54JH3KU064151,Domestic,Car,4D,LUXURY,Genesis,G90,5.0 Ultimate,6127,50980,2019,,Killeen Ford,3301 E Central Texas Expy,Killeen,TX,76540,P51304,Hewitt,TX,76643,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5TDKZ3DC8JS937567,Import,Car,VN,MINIVAN,Toyota,Sienna,LE 7-Passenger Auto Access Seat,48372,28998,2018,,CarMax Austin,13300 N Interstate Hwy 35,Austin,TX,78753,P52241,Hewitt,TX,76643,Used,202201,TX,GENCO CU,,,,Gas,Pump-In Dealer,Independent,,McLennan
1G1ZE5ST8GF180180,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,LT,78582,18007,2016,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Hewitt,TX,76643,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
JN8AZ2NF5J9665237,Import,Truck,UT,FULL-SIZED SPORT UTILITY,INFINITI,QX80,Base,41288,60285,2018,,Austin Infiniti Subaru,8140 Burnet Rd,Austin,TX,78752,P15920,Hewitt,TX,76643,Used,202201,TX,INFINITI FINANCIAL SERVICES,,,,Gas,Pump-In Dealer,Franchise,,McLennan
SJKCH5CP3JA002717,Import,Car,SW,SMALL SPORT UTILITY,INFINITI,QX30,Base,12212,30386,2018,,Austin Infiniti Subaru,8140 Burnet Rd,Austin,TX,78752,P15920,Hewitt,TX,76643,Used,202201,TX,INFINITI FINANCIAL SERVICES,,,,Gas,Pump-In Dealer,Franchise,,McLennan
WBS4Y9C55KAG67029,Import,Car,CP,SPORTY,BMW,M4,Base,37465,73995,2019,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Hewitt,TX,76643,Used,202201,TX,UNIFY FINANCIAL CU,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPWBEK5MG340071,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,Custom,17747,45043,2021,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Hewitt,TX,76643,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDZAG2JH333173,Domestic,Car,CP,SPORTY,Dodge,Challenger,SXT,38509,27953,2018,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Hewitt,TX,76643,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
KNDPM3AC9K7618196,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sportage,LX,56440,22954,2019,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Hewitt,TX,76643,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
5N1AZ2MJ4KN137050,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Nissan,Murano,S,35217,35503,2019,,Garlyn Shelton Imports,5700 Sw H K Dodgen Loop,Temple,TX,76503,P108135,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JTJBM7FX9K5219360,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Lexus,GX 460,Base,20145,49480,2019,,Autos of Dallas,4472 W Plano Pkwy,Plano,TX,75093,P134741,Hewitt,TX,76643,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Independent,,McLennan
2LMPJ8LR2JBL28895,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Lincoln,MKX,Reserve,62294,28980,2018,,Killeen Ford,3301 E Central Texas Expy,Killeen,TX,76540,P51304,Hewitt,TX,76643,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Pump-In Dealer,Franchise,,McLennan
WAULFAFR3DA024054,Import,Car,CP,LUXURY,Audi,A5,2.0T quattro Premium Plus,97107,14778,2013,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Hewitt,TX,76643,Used,202201,TX,NAVY CU,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDXHG1GH350808,Domestic,Car,4D,SPORTY,Dodge,Charger,SXT,61333,25995,2016,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Hewitt,TX,76643,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
5TFAZ5CNXGX015010,Import,Truck,PU,COMPACT PICKUP,Toyota,Tacoma,SR5 V6,86165,26300,2016,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Hewitt,TX,76643,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
JTMWFREV9JJ726954,Import,Truck,UT,COMPACT SPORT-UTILITY,Toyota,RAV4,XLE,39681,28995,2018,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Hewitt,TX,76643,Used,202201,TX,TOYOTA MOTOR CREDIT CO,,,,Gas,Local Dealer,Franchise,,McLennan
1N4BL4CV1MN317931,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5 SR,15186,28988,2021,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Hewitt,TX,76643,Used,202201,TX,MEMBERS CHOICE CU,,,,Gas,Local Dealer,Franchise,,McLennan
7FARW1H8XJE033536,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,EX-L,34987,30720,2018,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Hewitt,TX,76643,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FATP8FF9F5425365,Domestic,Car,CV,SPORTY,Ford,Mustang,GT Premium,64149,27000,2015,,Unidentified Seller,,,,,,Hewitt,TX,76643,Used,202201,TX,GENCO CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1C6RR7NTXFS776004,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Laramie,90842,31557,2015,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Hewitt,TX,76643,Used,202201,TX,NAVY CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4NJPFA3HD136946,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Patriot,Latitude,75179,16915,2017,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Hewitt,TX,76643,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
3C63RRGL7LG215406,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,3500,Tradesman,28800,65000,2020,,Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76701,P10554,Hewitt,TX,76643,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1FAHP3F25CL129255,Domestic,Car,4D,COMPACT,Ford,Focus,SE,65321,8934,2012,,College Station Nissan,1001 Earl Rudder Fwy S,College Station,TX,77845,P159447,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
4T1C11AK7LU930292,Import,Car,4D,MID-SIZED,Toyota,Camry,LE,56905,22591,2020,,Avis Car Sales Irving,1600 E Airport Fwy,Irving,TX,75062,P159805,Hewitt,TX,76643,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
WA1FVAF13KD022324,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Audi,Q8,3.0T quattro Prestige,17831,67120,2019,,Mercedes-Benz of Austin,6757 Airport Blvd,Austin,TX,78752,P104297,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1N4AL3APXGN338033,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5,35674,19995,2016,,Douglass Nissan of Waco,5605 Legend Lake Pkwy,Waco,TX,76710,P133327,Hewitt,TX,76643,Used,202201,TX,EDUCATORS CU,,,,Gas,Local Dealer,Franchise,,McLennan
4T1BE30K64U914843,Import,Car,4D,SUBCOMPACT,Toyota,Camry,LE,EXEMPT,4423,2004,,Cedar Park Nissan,2121 S Bell Blvd,Cedar Park,TX,78613,P140550,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTEW1E55JKF91768,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,King Ranch,64131,35998,2018,,Apple Sport Ford,1204 Hwy 6,Marlin,TX,76661,P142847,Hewitt,TX,76643,Used,202201,TX,TD BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GCPWCED8LZ116752,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT,26301,39995,2020,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Hewitt,TX,76643,Used,202201,TX,CONSUMER PORTFOLIO SERVICES,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GNSCBKC1GR174935,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,LT,61771,41980,2016,,Jim Turner Chevrolet,1015 E Mcgregor Dr,McGregor,TX,76657,P127715,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
3C6UR5HL0JG261958,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,2500,ST,94978,49980,2018,,Jim Turner Chevrolet,1015 E Mcgregor Dr,McGregor,TX,76657,P127715,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
ZACCJABB7HPE92112,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Renegade,Latitude,81975,18980,2017,,Jim Turner Chevrolet,1015 E Mcgregor Dr,McGregor,TX,76657,P127715,Hewitt,TX,76643,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
3FAHP0HA1AR296312,Domestic,Car,4D,MID-SIZED,Ford,Fusion,SE,EXEMPT,8988,2010,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1GYS3CKJXLR261492,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Cadillac,Escalade,Premium Luxury,29945,72029,2020,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
KL4CJASB4JB507790,Domestic,Truck,UT,SMALL SPORT UTILITY,Buick,Encore,Preferred,53739,20907,2018,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Hewitt,TX,76643,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Franchise,,McLennan
5XYRL4LC3MG049026,Import,Truck,UT,COMPACT SPORT-UTILITY,Kia,Sorento,S,11025,37908,2021,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Hewitt,TX,76643,Used,202201,TX,MECHANICS BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDXBG3LH199618,Domestic,Car,4D,SPORTY,Dodge,Charger,SXT,11475,29762,2020,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Hewitt,TX,76643,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDXBG9KH734921,Domestic,Car,4D,SPORTY,Dodge,Charger,SXT,38453,33489,2019,,McLeod Auto Sales,1601 E Rancier Ave,Killeen,TX,76540,P131436,Hewitt,TX,76643,Used,202201,TX,REGIONAL ACCEPTANCE CO,,,,Gas,Pump-In Dealer,Independent,,McLennan
1C6RR7NT9HS627621,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Laramie,56155,41997,2017,,McLeod Auto Sales,1601 E Rancier Ave,Killeen,TX,76540,P131436,Hewitt,TX,76643,Used,202201,TX,FIRST NATIONAL BANK WOODSBORO,,,,Gas,Pump-In Dealer,Independent,,McLennan
1C4PJLAK7CW166577,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Liberty,Sport,57153,13500,2012,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Hewitt,TX,76643,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
5NPD84LF5LH577003,Import,Car,4D,MID-SIZED,Hyundai,ELANTRA,SEL,36300,23997,2020,,Greg May Hyundai,1501 West Loop 340,Waco,TX,76712,P129711,Hewitt,TX,76643,Used,202201,TX,MEMBERS CHOICE CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4PJLCB3LD561591,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Cherokee,Latitude,6873,22895,2020,,Henson Motor Company,105 S May St,Madisonville,TX,77864,P154540,Hewitt,TX,76643,Used,202201,TX,FIRST INVESTORS FINANCIAL SERVICES,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1G1YY25W385124064,Domestic,Car,CP,SPORTY,Chevrolet,Corvette,Base,EXEMPT,31000,2008,,TradeLine Motorcars,3222 Skylane Dr,Carrollton,TX,75006,P146950,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1FTFW1ET0EFA48152,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,FX4,74849,30199,2014,,Stanley Ford McGregor,1280 E Mcgregor Dr,McGregor,TX,76657,P106897,Hewitt,TX,76643,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
3FA6P0K9XGR220201,Domestic,Car,4D,MID-SIZED,Ford,Fusion,Titanium,121265,18995,2016,,My Car Store Fort Worth,2101 Ephriham Ave,Fort Worth,TX,76164,P119626,Hewitt,TX,76643,Used,202201,TX,MY CAR STORE,,,,Gas,Pump-In Dealer,Independent,,McLennan
3AKJGEDR9HSHV8693,Domestic,Truck,HT,MEDIUM & HEAVY TRUCK,Freightliner,Cascadia,,EXEMPT,0,2017,,Penske Corporation,Route 10 Green Hills,Reading,PA,19603,15,Hewitt,TX,76643,Used,202201,TX,Balboa Capital,Y,,,Gas,Pump-In Dealer,Independent,,McLennan
3FADP4EJ6KM143739,Domestic,Car,4D,COMPACT,Ford,Fiesta,SE,53538,14000,2019,,Zeck Ford,1201 E Main St,Itasca,TX,76055,P162305,Hewitt,TX,76643,Used,202201,TX,FIFTH THIRD BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
KMHDN46D16U277919,Import,Car,4D,SUBCOMPACT,Hyundai,ELANTRA,GLS,EXEMPT,500,2006,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Hewitt,TX,76643,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1C4PJLLB2KD265718,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Cherokee,Latitude Plus,73096,23750,2019,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Hewitt,TX,76643,Used,202201,TX,CHRYSLER CAPITAL,,,,Gas,Local Dealer,Franchise,,McLennan
1N4AL2AP4BN494667,Import,Car,4D,MID-SIZED,Nissan,Altima,2.5,170429,4500,2011,Yes,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Hewitt,TX,76643,Used,202201,TX,TOBYS AUTOS,,,,Gas,Local Dealer,Independent,,McLennan
5N1AT2MT9EC795000,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,138784,0,2014,,Family Fine Cars Trucks,2524 Franklin Ave,Waco,TX,76710,P142774,Hewitt,TX,76643,Used,202201,TX,FAMILY FINE CARS TRUCKS & SUVS,,,,Gas,Local Dealer,Independent,,McLennan
3C6RR7LT1JG129686,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,32519,38500,2018,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Hewitt,TX,76643,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Independent,,McLennan
ZACCJBDT0GPD31451,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Renegade,Limited,62285,20017,2016,,Johnson Brothers Ford Lincoln,7455 S General Bruce Dr,Temple,TX,76503,P24362,Mart,TX,76664,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1LNHM82W9XY648614,Domestic,Car,4D,SUBCOMPACT,Lincoln,Town Car,Signature,EXEMPT,4450,1999,,Auto Express,11440 Garland Rd,Dallas,TX,75201,P55476,Mart,TX,76664,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
3C6UR5DL4LG118164,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,2500,Big Horn,57910,63296,2020,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Mart,TX,76664,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
3GCPYFED7KG135822,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,LT Trail Boss,79169,45704,2019,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Mart,TX,76664,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6LT5JS171443,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,95082,35640,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Mart,TX,76664,Used,202201,TX,TD BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6LT0KS586591,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500 Classic,SLT,24436,36974,2019,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Mart,TX,76664,Used,202201,TX,MEMBERS CHOICE CU,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDYAGXDH609159,Domestic,Car,CP,SPORTY,Dodge,Challenger,SXT,117790,14650,2013,,AutoNation Ford Arlington,1400 W Interstate 20,Arlington,TX,76017,P11422,Mart,TX,76664,Used,202201,TX,FLAGSHIP CREDIT,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2V4RW3D19AR237044,Import,Car,VN,MINIVAN,Volkswagen,Routan,SE,EXEMPT,0,2010,,Vamos Auto,1601 S Valley Mills Dr,Waco,TX,76711,P159116,Mart,TX,76664,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Independent,,McLennan
5N1DR2MN6KC615562,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Nissan,Pathfinder,S,23060,26282,2019,,Douglass Nissan of Waco,5605 Legend Lake Pkwy,Waco,TX,76710,P133327,Mart,TX,76664,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
1FTEW1E55JKF03236,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,King Ranch,55080,37990,2018,,Apple Sport Ford,1204 Hwy 6,Marlin,TX,76661,P142847,Mart,TX,76664,Used,202201,TX,VELOCITY CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GC1KWE86FF602813,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Chevrolet,Silverado 2500HD,LTZ,96240,48565,2015,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Mart,TX,76664,Used,202201,TX,EDUCATORS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2GNAXHEV2K6293209,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LS,50930,22992,2019,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Mart,TX,76664,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2GNAXJEV3J6317314,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LT,82296,20498,2018,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Mart,TX,76664,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
4JGFB4JB4LA136038,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Mercedes-Benz,GLE,GLE 350,7726,58080,2020,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Mart,TX,76664,Used,202201,TX,TD BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2T1BURHE6GC515926,Import,Car,4D,MID-SIZED,Toyota,Corolla,L,82061,0,2016,,DriveTime Arlington,821 E Division St,Arlington,TX,76000,P113014,Axtell,TX,76624,Used,202201,TX,Bridgecrest Acceptance,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GNEC12077G113750,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Avalanche,LS 1500,EXEMPT,10985,2007,,AutoNation Ford Burleson,850 N Burleson Blvd,Burleson,TX,76028,P13021,Axtell,TX,76624,Used,202201,TX,WESTLAKE FINANCIAL,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GNAXJEV0JS649048,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LT,56219,28035,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Axtell,TX,76624,Used,202201,TX,US BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1GNKVHKD9FJ386999,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Traverse,LT,71312,20999,2015,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Axtell,TX,76624,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1GKS1JKL1MR354568,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Yukon XL,Denali,7520,86995,2021,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Axtell,TX,76624,Used,202201,TX,Unidentified Lienholder,,,,Gas,Local Dealer,Franchise,,McLennan
1FTER4EH5KLA90006,Domestic,Truck,PU,COMPACT PICKUP,Ford,Ranger,XL,24778,32631,2019,,Sykora Family Ford,519 S George Kacir Dr,West,TX,76691,P21462,Axtell,TX,76624,Used,202201,TX,,,,,Gas,Local Dealer,Franchise,,McLennan
